Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
20007,Hardware,29,0,2,Yes,Explorer,3,3.78,98000,6
20008,Hardware,61,0,1,Yes,Diplomat,3,2.72,79000,6
20010,Hardware,53,0,2,Yes,Explorer,1,3.11,92000,7
20012,Hardware,58,0,1,Yes,Sentinel,2,3.38,86000,8
20014,Hardware,36,1,2,Yes,Sentinel,2,3.67,77800,6
20017,Hardware,26,0,9,Yes,Diplomat,1,3.93,66000,8
20018,Hardware,43,0,2,No,Sentinel,2,1.64,71000,4
20020,Hardware,35,1,2,No,Diplomat,5,3.38,60000,6
20021,Hardware,31,1,1,Yes,Explorer,1,1.12,52800,4
20025,Hardware,64,0,1,Yes,Diplomat,4,2.29,104000,7
20026,Hardware,41,1,2,Yes,Diplomat,5,4,124800,8
20027,Hardware,42,0,7,Yes,Explorer,3,2.16,68000,10
20031,Hardware,65,0,11,Yes,Diplomat,4,1.92,109000,8
20032,Hardware,43,1,6,Yes,Explorer,3,2.67,94400,8
20034,Hardware,24,0,1,Yes,Explorer,4,2.31,63000,8
20035,Hardware,48,1,1,Yes,Explorer,2,3.43,92400,6
20036,Hardware,45,0,1,No,Explorer,6,2.46,101000,6
20037,Hardware,63,0,2,Yes,Analyst,0,4,63000,4
20041,Hardware,27,0,2,Yes,Analyst,1,2.29,49000,4
20042,Hardware,32,0,2,Yes,Sentinel,2,2.21,40000,3
20043,Hardware,34,1,1,No,Analyst,3,2.46,59200,4
20044,Hardware,33,0,10,Yes,Explorer,2,1.92,72000,10
20045,Hardware,61,0,2,No,Diplomat,2,1.93,64000,6
20046,Hardware,46,0,1,No,Diplomat,5,2.4,88000,7
20047,Hardware,47,0,2,No,Sentinel,1,3.04,55000,3
20048,Hardware,28,0,11,Yes,Explorer,2,2.05,63000,9
20049,Hardware,39,0,1,No,Explorer,1,2.22,59000,7
20052,Hardware,45,1,1,No,Sentinel,3,2.74,53000,5
20053,Hardware,61,1,4,Yes,Explorer,1,4,63800,8
20056,Hardware,38,1,2,Yes,Diplomat,3,1.9,73400,7
20059,Hardware,51,0,2,No,Explorer,4,4,112000,7
20062,Hardware,27,0,2,Yes,Explorer,0,1.93,46000,4
20065,Hardware,53,1,8,Yes,Sentinel,3,1.2,46400,4
20066,Hardware,54,0,2,Yes,Diplomat,3,2.06,98000,7
20067,Hardware,43,0,2,Yes,Explorer,2,1.37,75000,5
20069,Hardware,41,1,1,Yes,Explorer,4,3.43,111800,10
20072,Hardware,60,0,2,No,Explorer,5,1.37,76000,8
20078,Hardware,34,1,1,Yes,Analyst,2,3.36,62200,5
20079,Hardware,65,0,3,Yes,Diplomat,5,1.31,99000,9
20080,Hardware,55,1,1,Yes,Explorer,2,4,84000,10
20081,Hardware,61,0,1,Yes,Explorer,5,1.47,107000,5
20082,Hardware,39,0,1,Yes,Analyst,1,2.39,51000,3
20085,Hardware,52,0,1,Yes,Explorer,4,4,112000,9
20086,Hardware,40,0,2,Yes,Explorer,3,3.19,83000,8
20089,Hardware,29,0,2,No,Analyst,6,2.9,48000,7
20091,Hardware,31,0,1,Yes,Sentinel,4,3.05,76000,5
20092,Hardware,52,1,1,Yes,Sentinel,3,1.17,50600,4
20097,Hardware,26,0,3,No,Diplomat,3,1.89,59000,5
20101,Hardware,64,1,2,Yes,Sentinel,2,1.4,37200,4
20103,Hardware,48,0,1,No,Diplomat,3,1.3,61000,7
20115,Hardware,50,0,2,Yes,Diplomat,0,2.24,68000,7
20116,Hardware,52,0,1,Yes,Explorer,3,2.44,79000,4
20118,Hardware,52,1,1,No,Diplomat,2,1.92,53600,5
20121,Hardware,62,0,2,Yes,Diplomat,0,2.25,95000,3
20122,Hardware,40,0,1,Yes,Explorer,2,2.33,78000,6
20123,Hardware,49,1,1,No,Explorer,0,1.42,40200,3
20124,Hardware,45,0,6,No,Explorer,3,2.3,80000,7
20128,Hardware,58,0,13,Yes,Diplomat,3,3.52,148000,8
20131,Hardware,49,1,1,No,Explorer,3,2.13,59200,7
20132,Hardware,54,0,2,Yes,Diplomat,1,3.99,127000,8
20139,Hardware,25,1,8,No,Explorer,3,4,79000,7
20140,Hardware,33,1,2,Yes,Analyst,4,4,103400,8
20141,Hardware,30,0,2,No,Diplomat,1,1.6,58000,5
20142,Hardware,25,1,2,Yes,Explorer,4,3.93,105000,9
20143,Hardware,34,0,1,No,Diplomat,1,3.05,73000,3
20144,Hardware,33,0,2,No,Explorer,3,4,64000,9
20146,Hardware,42,1,1,Yes,Diplomat,3,2.72,67600,4
20147,Hardware,50,0,10,No,Explorer,3,1.99,53000,6
20148,Hardware,50,1,10,Yes,Explorer,3,3.37,86000,10
20149,Hardware,44,0,2,Yes,Sentinel,2,3.34,64000,5
20162,Hardware,52,0,3,Yes,Explorer,2,4,109000,10
20164,Hardware,39,0,2,Yes,Diplomat,0,3.14,62000,8
20166,Hardware,52,0,1,No,Diplomat,3,1.24,61000,5
20170,Hardware,50,0,1,Yes,Explorer,5,1.82,97000,9
20171,Hardware,56,0,3,No,Diplomat,0,4,61000,4
20174,Hardware,62,0,1,Yes,Explorer,1,1.47,66000,4
20176,Hardware,36,0,11,Yes,Explorer,1,4,83000,8
20178,Hardware,51,0,2,Yes,Diplomat,3,3.98,122000,9
20183,Hardware,36,0,2,Yes,Analyst,2,1.94,63000,4
20186,Hardware,34,0,2,Yes,Analyst,2,1.95,46000,5
20187,Hardware,37,1,7,Yes,Explorer,4,4,98600,9
20188,Hardware,48,0,6,Yes,Explorer,1,3.56,101000,9
20189,Hardware,27,0,2,Yes,Explorer,3,3.94,101000,6
20190,Hardware,43,0,7,No,Analyst,4,1.8,65000,8
20191,Hardware,47,0,1,Yes,Diplomat,4,3.51,148000,8
20192,Hardware,39,0,2,Yes,Explorer,6,1.24,122000,7
20194,Hardware,27,0,2,No,Diplomat,4,3.76,64000,7
20195,Hardware,31,0,1,Yes,Explorer,2,3.6,51000,5
20196,Hardware,39,0,2,Yes,Diplomat,0,1.68,64000,6
20197,Hardware,47,0,1,Yes,Sentinel,1,3.8,93000,5
20199,Hardware,49,0,8,Yes,Explorer,1,2.66,125000,8
20205,Hardware,39,0,2,No,Explorer,1,1.63,69000,4
20206,Hardware,42,0,1,Yes,Explorer,2,2.03,77000,5
20208,Hardware,45,0,2,Yes,Sentinel,1,2.1,57000,3
20213,Hardware,57,0,9,Yes,Diplomat,5,1.19,84000,10
20214,Hardware,37,1,1,Yes,Diplomat,1,2.13,59600,3
20215,Hardware,54,1,1,Yes,Diplomat,3,3.94,87200,6
20218,Hardware,52,1,4,Yes,Diplomat,0,2.98,56600,5
20220,Hardware,39,0,1,Yes,Explorer,2,2,72000,8
20221,Hardware,31,1,1,Yes,Explorer,1,3.97,84800,8
20222,Hardware,46,0,2,Yes,Explorer,5,3.98,143000,10
20223,Hardware,47,1,1,Yes,Diplomat,2,1.86,77600,5
20226,Hardware,42,1,1,Yes,Explorer,3,3.08,86600,4
20227,Hardware,35,0,2,No,Diplomat,0,2.21,44000,4
20229,Hardware,48,1,1,Yes,Diplomat,1,3.44,63400,6
20232,Hardware,49,0,2,Yes,Diplomat,5,2.13,107000,10
20233,Hardware,25,0,8,Yes,Analyst,3,2.11,48000,5
20234,Hardware,28,0,4,Yes,Explorer,2,2.31,55000,8
20235,Hardware,24,1,2,Yes,Diplomat,0,1.36,44200,2
20238,Hardware,33,1,2,Yes,Diplomat,3,2.88,103400,9
20239,Hardware,51,0,3,No,Explorer,2,1.59,52000,4
20243,Hardware,49,0,2,Yes,Diplomat,0,2.23,86000,6
20244,Hardware,54,1,1,Yes,Sentinel,1,3.13,64200,4
20248,Hardware,35,0,2,Yes,Diplomat,1,1.23,36000,3
20251,Hardware,32,0,2,Yes,Diplomat,1,4,83000,10
20254,Hardware,31,0,9,Yes,Diplomat,2,2.7,90000,8
20257,Hardware,43,0,2,Yes,Explorer,0,2.14,78000,5
20259,Hardware,35,0,1,Yes,Explorer,4,2.88,69000,7
20260,Hardware,65,1,7,Yes,Analyst,4,2.01,59000,8
20261,Hardware,36,0,1,Yes,Diplomat,0,2.78,50000,4
20263,Hardware,36,0,1,Yes,Sentinel,1,1.47,51000,3
20264,Hardware,25,1,1,Yes,Analyst,2,2.42,52000,3
20265,Hardware,34,0,7,Yes,Diplomat,1,2.51,70000,7
20266,Hardware,25,0,5,Yes,Explorer,1,1.82,56000,4
20267,Hardware,48,0,11,Yes,Explorer,0,4,91000,10
20268,Hardware,56,1,2,Yes,Sentinel,4,3.59,92800,7
20269,Hardware,38,0,2,Yes,Sentinel,4,1.55,81000,4
20273,Hardware,41,0,2,Yes,Diplomat,3,3.32,67000,6
20274,Hardware,34,0,2,Yes,Explorer,6,1.57,85000,10
20276,Hardware,42,0,2,Yes,Explorer,4,3.43,96000,8
20278,Hardware,35,0,3,Yes,Explorer,1,2.05,63000,5
20279,Hardware,52,1,2,Yes,Explorer,2,3.28,90600,9
20280,Hardware,44,1,2,Yes,Explorer,5,2.75,98200,10
20282,Hardware,57,0,4,Yes,Analyst,2,3.45,62000,4
20284,Hardware,56,1,4,Yes,Diplomat,1,1.64,70800,5
20285,Hardware,62,0,2,Yes,Diplomat,2,3.23,72000,6
20286,Hardware,41,1,2,No,Diplomat,0,2.7,68800,4
20287,Hardware,64,0,2,No,Sentinel,1,3,36000,3
20288,Hardware,53,0,2,Yes,Explorer,0,2.93,85000,6
20292,Hardware,44,0,1,Yes,Explorer,1,1.96,59000,7
20293,Hardware,35,0,2,No,Explorer,4,4,110000,9
20295,Hardware,39,0,2,No,Diplomat,3,2.21,69000,5
20299,Hardware,55,1,1,Yes,Diplomat,1,2.95,79000,5
20300,Hardware,39,1,1,Yes,Analyst,3,3.97,70200,6
20301,Hardware,42,1,2,Yes,Analyst,2,3.5,54600,5
20302,Hardware,44,1,2,Yes,Diplomat,2,4,92200,4
20303,Hardware,34,0,8,No,Diplomat,1,2.78,75000,5
20305,Hardware,37,1,2,Yes,Sentinel,3,2.28,58600,4
20307,Hardware,62,0,2,Yes,Sentinel,2,3.18,51000,2
20309,Hardware,27,0,1,Yes,Analyst,3,3.22,62000,6
20314,Hardware,55,0,7,Yes,Diplomat,5,1.9,121000,10
20315,Hardware,39,1,1,Yes,Diplomat,2,3.3,69200,7
20316,Hardware,55,1,1,Yes,Diplomat,0,2.13,52000,3
20319,Hardware,45,0,1,Yes,Sentinel,1,3.25,68000,5
20320,Hardware,48,1,2,Yes,Diplomat,1,2.72,73400,4
20322,Hardware,42,0,2,Yes,Diplomat,4,3.77,99000,8
20324,Hardware,57,1,2,Yes,Sentinel,1,1.42,36600,3
20325,Hardware,45,0,3,Yes,Diplomat,2,1.78,69000,5
20328,Hardware,49,0,1,No,Sentinel,2,4,71000,4
20330,Hardware,55,0,1,Yes,Diplomat,2,3.12,58000,3
20332,Hardware,26,0,2,Yes,Explorer,1,1.51,54000,4
20335,Hardware,39,0,6,No,Analyst,4,3.43,55000,5
20343,Hardware,35,0,7,No,Diplomat,4,3.72,96000,9
20344,Hardware,40,1,10,Yes,Explorer,2,4,98000,7
20345,Hardware,31,0,8,Yes,Explorer,4,2.41,69000,8
20349,Hardware,42,0,8,Yes,Analyst,5,3.11,118000,9
20350,Hardware,51,0,10,Yes,Sentinel,3,2.69,77000,9
20353,Hardware,29,0,4,Yes,Explorer,2,4,93000,8
20354,Hardware,50,0,7,Yes,Analyst,5,2.71,83000,7
20355,Hardware,32,0,5,No,Analyst,3,2.35,41000,6
20356,Hardware,38,0,1,No,Explorer,4,2.47,63000,5
20357,Hardware,33,0,4,Yes,Diplomat,3,4,141000,10
20358,Hardware,42,1,8,Yes,Analyst,4,1.71,81600,6
20360,Hardware,35,1,2,Yes,Diplomat,2,2.43,68000,6
20366,Hardware,48,1,2,No,Explorer,6,2.98,88400,8
20368,Hardware,46,0,2,No,Diplomat,4,2.54,66000,3
20371,Hardware,25,1,2,Yes,Diplomat,4,1.64,63000,9
20379,Hardware,47,0,1,No,Diplomat,2,3.15,82000,4
20383,Hardware,50,0,7,No,Explorer,0,3.57,54000,5
20386,Hardware,41,0,2,Yes,Sentinel,3,2.57,57000,3
20389,Hardware,63,0,1,No,Explorer,2,2.49,53000,4
20392,Hardware,36,0,2,Yes,Diplomat,0,3.28,63000,7
20394,Hardware,29,1,1,Yes,Explorer,0,4,59200,5
20395,Hardware,57,0,6,Yes,Explorer,1,2.47,60000,8
20396,Hardware,40,0,10,Yes,Explorer,2,3.62,89000,8
20397,Hardware,38,1,2,No,Diplomat,1,2.02,50400,6
20398,Hardware,54,1,2,Yes,Explorer,2,3.25,56200,3
20400,Hardware,62,0,1,No,Sentinel,3,3.62,78000,7
20406,Hardware,64,0,1,Yes,Diplomat,1,1.14,55000,3
20408,Hardware,50,1,1,Yes,Analyst,1,2.78,64000,7
20409,Hardware,61,1,1,Yes,Explorer,3,2.73,87800,9
20410,Hardware,64,0,8,Yes,Diplomat,0,3.65,69000,7
20411,Hardware,65,0,11,Yes,Explorer,3,3.03,92000,10
20418,Hardware,36,0,1,No,Diplomat,2,3.14,53000,4
20424,Hardware,27,1,1,Yes,Analyst,3,1.52,45600,4
20426,Hardware,45,1,4,Yes,Diplomat,0,1.99,52000,6
20427,Hardware,31,0,1,Yes,Diplomat,0,4,77000,5
20431,Hardware,59,1,1,Yes,Explorer,2,3.91,84200,9
20434,Hardware,55,0,2,Yes,Explorer,6,1.21,100000,8
20435,Hardware,34,1,2,No,Diplomat,0,3.42,43200,3
20436,Hardware,24,0,1,Yes,Diplomat,4,3.66,85000,9
20437,Hardware,36,0,1,No,Diplomat,3,2.27,72000,7
20443,Hardware,54,0,2,Yes,Analyst,3,2.46,56000,4
20447,Hardware,48,0,2,Yes,Diplomat,1,2.3,52000,4
20448,Hardware,64,0,5,Yes,Diplomat,2,1.75,80000,7
20450,Hardware,30,0,2,Yes,Diplomat,1,3.55,42000,4
20454,Hardware,40,1,2,Yes,Explorer,1,2.01,70000,7
20457,Hardware,27,0,7,Yes,Sentinel,3,2.37,68000,5
20458,Hardware,63,0,1,Yes,Explorer,0,3.44,42000,5
20460,Hardware,57,0,13,No,Sentinel,2,3.5,73000,8
20461,Hardware,44,0,4,Yes,Diplomat,2,4,127000,8
20462,Hardware,64,1,1,Yes,Explorer,4,2.2,80200,7
20463,Hardware,60,1,1,Yes,Analyst,1,2.44,56000,3
20467,Hardware,40,0,2,Yes,Analyst,2,2.98,61000,4
20468,Hardware,39,0,3,No,Explorer,4,2.09,95000,10
20470,Hardware,31,0,2,No,Diplomat,6,1.24,63000,4
20473,Hardware,39,1,1,Yes,Sentinel,2,2.44,66200,4
20475,Hardware,33,0,1,Yes,Explorer,3,2.17,63000,8
20477,Hardware,48,0,1,Yes,Explorer,0,2.96,73000,6
20478,Hardware,64,1,9,Yes,Diplomat,1,2.72,49200,5
20479,Hardware,61,0,1,Yes,Diplomat,0,1.87,69000,2
20480,Hardware,58,0,1,Yes,Diplomat,1,4,73000,7
20482,Hardware,48,0,1,No,Explorer,1,2.72,82000,5
20483,Hardware,52,1,1,Yes,Sentinel,2,3.82,87600,4
20485,Hardware,35,0,2,Yes,Explorer,4,2.29,82000,6
20486,Hardware,37,0,1,No,Explorer,4,3.25,78000,6
20489,Hardware,52,0,10,Yes,Sentinel,3,1.95,57000,9
20491,Hardware,62,1,2,Yes,Explorer,3,3.04,85600,5
20493,Hardware,63,0,10,Yes,Explorer,2,3.38,71000,9
20494,Hardware,59,0,2,No,Sentinel,1,4,77000,5
20495,Hardware,60,0,2,No,Analyst,3,2.66,46000,5
20497,Hardware,31,1,2,Yes,Explorer,2,2,61800,9
20499,Hardware,64,1,6,Yes,Explorer,3,3.38,69200,10
20501,Hardware,56,0,4,Yes,Sentinel,3,3.92,124000,9
20505,Hardware,27,0,3,Yes,Sentinel,1,1.87,41000,3
20507,Hardware,46,1,1,Yes,Analyst,1,4,52800,7
20508,Hardware,60,0,1,No,Explorer,2,1.15,60000,3
20511,Hardware,38,0,1,Yes,Analyst,2,4,94000,8
20515,Hardware,48,0,12,Yes,Explorer,0,2.33,69000,5
20516,Hardware,25,0,1,Yes,Sentinel,2,3.48,48000,4
20518,Hardware,62,0,2,Yes,Sentinel,0,4,77000,3
20523,Hardware,63,1,1,Yes,Analyst,3,2.9,49400,4
20526,Hardware,41,0,1,Yes,Diplomat,1,4,78000,9
20528,Hardware,44,0,2,Yes,Diplomat,1,2.38,105000,6
20530,Hardware,42,0,2,Yes,Explorer,4,3.46,145000,7
20531,Hardware,39,0,1,Yes,Explorer,2,2.62,62000,5
20532,Hardware,47,1,2,Yes,Analyst,6,1.27,70600,7
20533,Hardware,49,0,1,Yes,Explorer,6,1.44,94000,8
20536,Hardware,26,0,6,Yes,Explorer,0,1.89,59000,5
20538,Hardware,62,0,2,Yes,Diplomat,5,4,135000,10
20540,Hardware,60,0,2,Yes,Explorer,1,1.52,72000,4
20542,Hardware,44,0,1,Yes,Analyst,1,4,78000,4
20543,Hardware,34,0,2,Yes,Diplomat,0,3.52,86000,7
20547,Hardware,49,0,1,Yes,Analyst,5,2.29,95000,5
20548,Hardware,31,0,1,No,Diplomat,1,2.49,44000,5
20551,Hardware,44,1,3,No,Explorer,1,2.4,62200,4
20554,Hardware,28,0,2,Yes,Explorer,2,3.19,86000,8
20555,Hardware,28,0,11,Yes,Analyst,2,3.34,64000,7
20558,Hardware,26,0,1,Yes,Sentinel,1,4,47000,5
20563,Hardware,41,0,1,Yes,Explorer,1,1.22,72000,3
20565,Hardware,39,0,9,Yes,Diplomat,0,2.78,53000,5
20567,Hardware,57,0,6,Yes,Sentinel,5,2.69,97000,8
20574,Hardware,57,1,1,No,Sentinel,1,3.85,62600,5
20576,Hardware,45,1,1,No,Explorer,1,2.81,50000,5
20577,Hardware,52,0,3,Yes,Explorer,0,4,87000,6
20579,Hardware,42,1,4,Yes,Diplomat,5,2.96,87600,8
20580,Hardware,31,0,5,Yes,Explorer,4,3.14,85000,7
20582,Hardware,43,0,5,Yes,Explorer,0,3.06,70000,7
20583,Hardware,46,1,2,Yes,Explorer,1,2.15,76800,4
20584,Hardware,28,0,2,Yes,Sentinel,4,1.51,58000,5
20585,Hardware,32,1,6,Yes,Explorer,2,3.09,59600,8
20588,Hardware,51,0,2,No,Analyst,3,2.63,55000,4
20591,Hardware,48,0,6,Yes,Sentinel,2,3.86,86000,7
20593,Hardware,39,1,1,Yes,Explorer,3,4,130200,8
20596,Hardware,63,1,2,Yes,Diplomat,4,2.97,90400,10
20597,Hardware,65,0,2,Yes,Explorer,3,2.05,86000,7
20598,Hardware,51,0,10,Yes,Explorer,4,1.24,105000,9
20601,Hardware,33,0,5,No,Diplomat,1,4,72000,7
20603,Hardware,59,1,1,Yes,Explorer,2,3.93,78200,9
20605,Hardware,29,0,6,Yes,Analyst,0,1.7,40000,4
20607,Hardware,39,1,6,Yes,Diplomat,1,2.27,77200,4
20608,Hardware,56,0,9,No,Explorer,2,3.17,87000,5
20612,Hardware,55,1,2,No,Diplomat,1,1.18,52000,5
20613,Hardware,27,1,4,Yes,Explorer,0,3.48,42600,2
20614,Hardware,50,0,4,No,Analyst,0,4,93000,5
20616,Hardware,55,0,1,Yes,Diplomat,2,2.04,82000,6
20617,Hardware,51,0,2,No,Diplomat,4,3.38,72000,4
20619,Hardware,40,0,9,Yes,Explorer,4,3.41,85000,9
20621,Hardware,64,1,1,Yes,Explorer,2,2.59,70200,7
20624,Hardware,51,1,7,No,Diplomat,0,3.26,57800,4
20626,Hardware,45,0,2,Yes,Explorer,3,1.88,101000,7
20627,Hardware,34,0,1,Yes,Diplomat,3,3.18,84000,7
20631,Hardware,28,0,11,Yes,Diplomat,2,3.61,92000,10
20636,Hardware,61,0,5,No,Explorer,2,3.73,43000,4
20637,Hardware,55,1,2,Yes,Explorer,4,4,93000,10
20638,Hardware,61,0,1,Yes,Explorer,4,2.33,95000,7
20639,Hardware,55,0,2,Yes,Diplomat,2,3.4,108000,7
20641,Hardware,50,0,1,Yes,Explorer,5,2.89,97000,5
20642,Hardware,39,1,1,No,Analyst,5,2.11,53200,7
20643,Hardware,57,0,2,Yes,Explorer,5,2.97,149000,9
20644,Hardware,52,0,2,Yes,Sentinel,5,2.01,70000,7
20645,Hardware,61,0,1,Yes,Analyst,5,1.89,71000,7
20646,Hardware,62,0,1,Yes,Explorer,0,3.77,87000,6
20648,Hardware,46,1,1,Yes,Sentinel,0,1.54,45800,3
20649,Hardware,57,0,1,No,Diplomat,6,1.87,71000,10
20650,Hardware,55,0,1,Yes,Sentinel,4,3.33,67000,4
20652,Hardware,40,1,2,Yes,Explorer,1,4,78000,7
20653,Hardware,28,0,4,Yes,Sentinel,2,1.76,54000,5
20657,Hardware,58,0,7,Yes,Diplomat,2,2.66,101000,9
20658,Hardware,25,1,4,No,Explorer,2,1.69,46000,6
20659,Hardware,49,0,3,No,Diplomat,1,2.6,76000,6
20661,Hardware,46,0,1,Yes,Sentinel,4,1.79,100000,6
20662,Hardware,45,1,6,Yes,Diplomat,3,4,129000,10
20663,Hardware,27,0,10,Yes,Explorer,0,4,69000,5
20665,Hardware,45,0,2,Yes,Explorer,1,3.8,85000,7
20666,Hardware,54,1,2,No,Analyst,0,2.74,45200,5
20667,Hardware,32,0,1,Yes,Explorer,0,3.71,90000,8
20671,Hardware,44,0,2,Yes,Explorer,3,1.7,72000,5
20672,Hardware,58,0,2,Yes,Diplomat,4,2.44,116000,9
20673,Hardware,37,0,2,Yes,Sentinel,4,2.64,68000,7
20675,Hardware,49,0,1,Yes,Analyst,0,3.92,78000,4
20676,Hardware,39,1,2,Yes,Diplomat,0,2.71,66200,7
20677,Hardware,33,1,2,Yes,Diplomat,2,2.5,62400,5
20678,Hardware,60,1,10,Yes,Explorer,2,2.04,84000,7
20681,Hardware,63,0,6,Yes,Diplomat,1,1.49,56000,8
20682,Hardware,48,0,2,Yes,Diplomat,4,3.37,88000,7
20684,Hardware,64,0,1,Yes,Explorer,1,1.54,68000,5
20688,Hardware,60,1,2,Yes,Diplomat,4,2.42,75000,9
20689,Hardware,46,0,2,Yes,Diplomat,6,1.73,110000,8
20691,Hardware,48,0,4,No,Diplomat,6,2.44,84000,10
20692,Hardware,53,1,2,Yes,Explorer,5,1.51,112400,10
20698,Hardware,52,0,2,Yes,Explorer,4,2.27,85000,7
20699,Hardware,47,1,1,Yes,Explorer,2,1.66,61600,6
20700,Hardware,29,0,1,Yes,Analyst,4,4,92000,5
20701,Hardware,51,0,1,No,Explorer,2,3.45,116000,6
20702,Hardware,61,0,2,No,Sentinel,3,3.36,60000,3
20705,Hardware,42,0,7,No,Sentinel,2,3.13,75000,7
20708,Hardware,32,0,2,Yes,Diplomat,1,1.49,47000,5
20709,Hardware,58,0,10,Yes,Analyst,5,3.14,108000,8
20710,Hardware,52,0,7,Yes,Diplomat,0,3.09,70000,7
20711,Hardware,42,0,3,Yes,Explorer,1,3.62,86000,9
20712,Hardware,34,0,2,Yes,Diplomat,1,2.37,67000,4
20713,Hardware,56,0,8,Yes,Diplomat,2,1.39,80000,9
20720,Hardware,51,1,2,Yes,Explorer,4,3.79,105800,10
20723,Hardware,57,0,2,No,Diplomat,1,1.36,48000,5
20726,Hardware,56,0,2,Yes,Explorer,3,3.43,114000,9
20727,Hardware,41,0,1,Yes,Explorer,2,2.14,57000,6
20728,Hardware,24,1,2,Yes,Diplomat,2,3.9,62200,10
20729,Hardware,58,1,8,Yes,Sentinel,1,3.56,69400,5
20732,Hardware,43,1,11,Yes,Analyst,1,3.95,77400,7
20737,Hardware,29,0,2,No,Explorer,3,3.47,63000,7
20739,Hardware,39,0,4,Yes,Sentinel,3,2.44,63000,7
20741,Hardware,45,0,2,No,Explorer,5,4,109000,9
20742,Hardware,49,1,2,Yes,Analyst,1,1.8,39200,4
20743,Hardware,40,1,4,Yes,Sentinel,6,3.05,98000,10
20744,Hardware,33,1,1,Yes,Diplomat,2,3.41,92400,9
20745,Hardware,48,1,2,No,Explorer,3,4,88400,8
20749,Hardware,35,0,3,Yes,Analyst,2,1.55,58000,4
20750,Hardware,52,0,7,Yes,Sentinel,2,3.23,55000,4
20757,Hardware,43,0,9,Yes,Diplomat,4,2.11,115000,9
20758,Hardware,40,1,2,No,Explorer,2,4,90000,8
20759,Hardware,55,1,2,Yes,Sentinel,4,2.54,82000,5
20760,Hardware,62,0,2,Yes,Diplomat,2,1.87,76000,4
20763,Hardware,61,0,9,No,Explorer,3,3.84,86000,9
20764,Hardware,57,0,2,Yes,Analyst,2,3.24,42000,4
20769,Hardware,43,0,4,Yes,Analyst,5,2.12,73000,5
20773,Hardware,53,0,2,Yes,Diplomat,2,2.59,92000,6
20777,Hardware,35,0,1,Yes,Diplomat,5,4,124000,10
20781,Hardware,33,0,2,No,Analyst,2,1.58,53000,4
20784,Hardware,30,0,1,Yes,Explorer,4,1.64,63000,5
20787,Hardware,31,1,2,Yes,Explorer,3,1.79,61800,7
20790,Hardware,62,0,2,Yes,Analyst,3,4,78000,5
20791,Hardware,27,0,9,Yes,Explorer,0,2.62,59000,6
20793,Hardware,26,0,5,Yes,Explorer,2,1.2,65000,4
20794,Hardware,53,0,1,Yes,Explorer,2,3.14,105000,9
20796,Hardware,37,1,1,Yes,Analyst,1,2.42,64600,4
20798,Hardware,49,0,3,Yes,Diplomat,3,2.5,102000,5
20801,Hardware,35,0,1,Yes,Diplomat,2,1.68,75000,8
20803,Hardware,56,0,2,Yes,Explorer,1,1.53,68000,7
20805,Hardware,42,1,2,Yes,Diplomat,3,1.92,76600,6
20806,Hardware,58,0,1,Yes,Diplomat,1,2.11,66000,6
20810,Hardware,39,0,2,No,Explorer,4,2.41,77000,4
20813,Hardware,44,0,1,Yes,Explorer,5,1.33,88000,9
20815,Hardware,34,0,4,Yes,Diplomat,6,1.44,83000,10
20816,Hardware,33,1,2,Yes,Diplomat,5,1.68,84400,10
20817,Hardware,58,0,6,Yes,Explorer,4,3.84,141000,9
20819,Hardware,40,1,6,No,Diplomat,4,3.1,87000,9
20824,Hardware,61,0,2,Yes,Explorer,0,3.6,87000,9
20825,Hardware,35,1,2,Yes,Diplomat,3,2.03,66000,4
20828,Hardware,53,0,1,No,Analyst,5,2.2,62000,4
20831,Hardware,38,0,1,No,Diplomat,1,3.03,82000,6
20834,Hardware,51,1,2,No,Explorer,1,3.45,62800,7
20838,Hardware,31,0,2,Yes,Sentinel,2,2.49,45000,4
20839,Hardware,41,0,3,No,Diplomat,4,1.85,101000,5
20841,Hardware,35,0,1,Yes,Diplomat,3,3.33,109000,9
20848,Hardware,38,1,2,Yes,Diplomat,3,4,85400,9
20850,Hardware,60,0,1,Yes,Explorer,2,3.36,58000,5
20851,Hardware,64,0,6,Yes,Explorer,4,2.73,78000,8
20852,Hardware,52,1,2,Yes,Explorer,1,2.56,70600,10
20853,Hardware,24,0,1,Yes,Explorer,1,1.16,49000,4
20855,Hardware,35,1,2,Yes,Explorer,6,3.31,100000,10
20857,Hardware,64,0,2,Yes,Explorer,2,3.37,81000,4
20858,Hardware,45,0,1,Yes,Diplomat,2,2.05,84000,8
20859,Hardware,29,0,10,No,Explorer,0,2.18,64000,4
20862,Hardware,41,1,2,No,Explorer,1,2.02,63800,7
20863,Hardware,36,1,2,Yes,Diplomat,2,4,64800,10
20864,Hardware,51,0,4,No,Explorer,3,2.92,71000,10
20865,Hardware,40,1,1,Yes,Explorer,1,1.72,58000,8
20869,Hardware,43,0,1,Yes,Explorer,4,1.57,96000,8
20870,Hardware,51,0,2,Yes,Diplomat,1,2.47,59000,4
20872,Hardware,49,0,2,Yes,Explorer,4,2.21,113000,8
20874,Hardware,50,1,1,Yes,Sentinel,3,2.32,65000,5
20876,Hardware,63,0,1,No,Explorer,3,1.34,73000,5
